"ANO4","TRIMESTRE","REGION","AGLOMERADO","CODUSU","NRO_HOGAR","COMPONENTE","CH03","CH04","CH06","ESTADO","CAT_OCUP","P21","precario_ingreso_num","precario_jornada_num","precario_contrato_num","num_dimensiones","indice_precariedad_cat","EMPLEO","SECTOR","PONDERA","PONDIIO","NIVEL_ED","caes_eph_label","CALIFICACION","PP04D_COD"
2024,1,40,22,"TQRMNOPSWHJOLMCDEHIBB00796139",1,1,1,1,63,1,3,150000,1,0,0,1,"Baja",1,1,198,213,3,"Servicios sociales y de salud","Operativos","72313"
2024,1,42,26,"TQRMNOQWQHJMKMCDEHMHF00796152",1,2,2,2,33,1,2,200000,1,1,1,3,"Alta",1,1,231,263,6,"Comercio","Operativos","30113"
2024,1,42,26,"TQRMNOQWQHJMKMCDEHMHF00796152",1,1,1,1,37,1,3,400000,0,0,1,1,"Baja",2,1,231,232,6,"Actividades primarias","Profesionales","40311"
2024,1,40,19,"TQRMNOPYRHJOLOCDEGPDJ00796163",1,1,1,1,37,1,3,400000,0,0,1,1,"Baja",1,1,232,232,4,"Construccion","Operativos","82313"
2024,1,41,15,"TQRMNOQSQHJOKPCDEGLDF00794422",1,3,3,1,30,1,2,165000,1,0,1,2,"Media",2,2,159,180,3,"Construccion","Operativos","72113"
2024,1,41,15,"TQRMNOQSQHJOKPCDEGLDF00794422",1,2,2,1,54,1,2,30000,1,0,1,2,"Media",2,2,159,180,1,"Servicios financieros, de alquiler y empresariales","Operativos","58113"
2024,1,41,15,"TQRMNOQSQHJOKPCDEGLDF00794422",1,4,3,1,31,1,3,150000,1,0,1,2,"Media",2,2,159,178,3,"Construccion","No calificados","72314"
2024,1,41,15,"TQRMNOQSQHJOKPCDEGLDF00794422",1,6,3,1,26,1,2,30000,1,0,1,2,"Media",2,2,159,180,3,"Servicios financieros, de alquiler y empresariales","Operativos","58113"
2024,1,41,15,"TQRMNOQSQHJOKPCDEGLDF00794422",1,5,3,1,28,1,3,100000,1,0,1,2,"Media",2,2,159,178,3,"Construccion","No calificados","72314"
2024,1,40,29,"TQRMNORVRHJOKMCDEHPJB00797443",1,3,3,2,25,1,3,230000,1,1,1,3,"Alta",2,1,624,688,5,"Comercio","No calificados","30314"
2024,1,40,29,"TQRMNORVRHJOKMCDEHPJB00797443",1,1,1,1,55,1,2,100000,1,1,1,3,"Alta",2,2,624,707,2,"Transporte, almacenamiento y comunicaciones","Operativos","34123"
2024,1,43,30,"TQRMNOQTQHJMKRCDEIGED00794234",1,2,2,1,27,1,3,200000,1,0,1,2,"Media",2,1,161,205,3,"Construccion","Operativos","72313"
2024,1,43,30,"TQRMNOQTQHJMKRCDEIGED00794234",1,1,1,2,35,1,3,25000,1,1,1,3,"Alta",2,3,161,175,4,"Servicio domestico","No calificados","55314"
2024,1,40,19,"TQRMNORXQHJMLQCDEGPDJ00794786",1,7,3,1,42,1,3,360000,1,1,0,2,"Media",1,1,242,242,4,"Administracion publica, defensa y seguridad social","Operativos","48313"
2024,1,40,19,"TQRMNORXQHJMLQCDEGPDJ00794786",1,2,3,2,41,1,3,72000,1,1,1,3,"Alta",2,1,242,242,3,"Comercio","No calificados","30314"
2024,1,1,33,"TQRMNOPSQHJMORCDEIJAH00794794",1,1,1,2,29,1,3,380000,0,0,0,0,"Ninguna",1,1,2438,3051,6,"Servicios financieros, de alquiler y empresariales","Técnicos","20332"
2024,1,1,33,"TQRMNOPSQHJMORCDEIJAH00794794",1,2,2,1,30,1,3,400000,0,1,0,1,"Baja",1,1,2438,3694,6,"Administracion publica, defensa y seguridad social","Técnicos","48332"
2024,1,40,29,"TQRMNOPQRHJNKPCDEHPJB00794828",1,1,1,1,53,1,3,-9,NA,0,0,0,"Ninguna",1,1,369,0,6,"Administracion publica, defensa y seguridad social","Operativos","10333"
2024,1,40,29,"TQRMNOPQRHJNKPCDEHPJB00794828",1,3,3,1,27,1,2,0,1,0,1,2,"Media",2,2,369,369,5,"Otros servicios comunitarios, sociales y personales","Operativos","57113"
2024,1,40,29,"TQRMNOPQRHJNKPCDEHPJB00794828",1,2,2,2,53,1,3,400000,0,0,0,0,"Ninguna",1,1,369,413,6,"Ensenanza","Técnicos","41312"
2024,1,40,19,"TQRMNOPYRHJOLLCDEGPDJ00794855",1,2,2,1,38,1,3,400000,0,0,0,0,"Ninguna",1,1,245,245,4,"Comercio","No calificados","30314"
2024,1,40,19,"TQRMNOPYRHJOLLCDEGPDJ00794855",1,1,1,2,33,1,3,280000,1,0,0,1,"Baja",1,1,245,245,6,"Servicios sociales y de salud","Técnicos","41312"
2024,1,41,12,"TQRMNOPRTHJMKNCDEGIBJ00794896",1,3,4,1,38,1,3,450000,0,1,0,1,"Baja",1,1,269,266,2,"Transporte, almacenamiento y comunicaciones","Operativos","34323"
2024,1,41,12,"TQRMNOPRTHJMKNCDEGIBJ00794896",1,1,1,2,60,1,3,120000,1,0,1,2,"Media",2,3,269,269,2,"Servicio domestico","No calificados","55314"
2024,1,41,12,"TQRMNOPRTHJMKNCDEGIBJ00794896",1,2,3,2,33,1,3,300000,1,0,0,1,"Baja",1,1,269,265,4,"Comercio","Operativos","32333"
2024,1,43,30,"TQRMNOPWUHJNKQCDEIGED00796235",1,2,3,1,28,1,3,-9,NA,0,1,1,"Baja",2,2,125,0,4,"Construccion","No calificados","72314"
2024,1,43,30,"TQRMNOPWUHJNKQCDEIGED00796235",1,3,3,2,30,1,3,24000,1,1,1,3,"Alta",2,3,125,153,5,"Servicio domestico","No calificados","55314"
2024,1,43,30,"TQRMNOPWUHJNKQCDEIGED00796235",1,1,1,2,51,1,3,60000,1,1,0,2,"Media",1,3,125,125,2,"Servicio domestico","No calificados","55314"
2024,1,41,7,"TQRMNOTTXHJMKTCDEFNFF00796264",1,1,1,1,62,1,3,700000,0,0,0,0,"Ninguna",1,1,685,787,5,"Administracion publica, defensa y seguridad social","Técnicos","10332"
2024,1,41,7,"TQRMNOTTXHJMKTCDEFNFF00796264",1,2,2,2,46,1,3,700000,0,1,0,1,"Baja",1,1,685,1092,6,"Administracion publica, defensa y seguridad social","Técnicos","10332"
2024,1,1,33,"TQRMNORSWHJMSLCDEIJAH00796267",1,4,5,1,23,1,3,30000,1,1,1,3,"Alta",2,9,2346,3272,4,"Actividades no bien especificadas","falta informacion","99997"
2024,1,42,10,"TQRMNORVXHJOLPCDEGGFB00796278",1,1,1,2,66,1,1,300000,1,1,0,2,"Media",1,1,409,746,4,"Actividades primarias","Técnicos","05002"
2024,1,44,91,"TQRMNOQTUHJMKNCDEOHCH00796288",1,2,3,1,27,1,3,300000,1,1,1,3,"Alta",2,2,126,129,4,"Hoteles y restaurantes","Operativos","34323"
2024,1,44,91,"TQRMNOQTUHJMKNCDEOHCH00796288",1,1,1,2,67,1,3,490000,0,0,0,0,"Ninguna",1,1,126,127,6,"Administracion publica, defensa y seguridad social","Técnicos","10332"
2024,1,1,33,"TQRMNOTPVHJKNSCDEIJAH00796308",1,4,3,2,31,1,3,180000,1,0,1,2,"Media",2,9,1212,1859,4,"Hoteles y restaurantes","No calificados","56314"
2024,1,1,33,"TQRMNOTSYHJNRPCDEIJAH00793920",1,1,1,2,56,1,3,120000,1,0,1,2,"Media",2,1,1843,2159,3,"Servicios sociales y de salud","Operativos","57313"
2024,1,1,33,"TQRMNOTSYHJNRPCDEIJAH00793920",1,3,3,2,33,1,3,100000,1,1,1,3,"Alta",2,1,1843,2472,5,"Comercio","Técnicos","30312"
2024,1,1,33,"TQRMNOTSYHJNRPCDEIJAH00793920",1,2,3,1,29,1,3,250000,1,0,0,1,"Baja",1,1,1843,2781,5,"Transporte, almacenamiento y comunicaciones","Operativos","36333"
2024,1,40,23,"TQSMNORSRHJMLNCDEHJGH00794887",1,1,1,2,47,1,3,30000,1,0,1,2,"Media",2,2,271,271,4,"Industria manufacturera","No calificados","53314"
2024,1,40,23,"TQSMNORSRHJMLNCDEHJGH00794887",1,2,2,1,41,1,3,60000,1,1,1,3,"Alta",2,9,271,273,4,"Hoteles y restaurantes","No calificados","53314"
2024,1,43,34,"TQRMNOPQUHJOLSCDEIKAH00796941",1,2,5,2,19,1,3,-9,NA,1,1,2,"Media",2,1,530,0,5,"Comercio","Operativos","30333"
2024,1,42,10,"TQRMNORVWHJMLQCDEGGFB00796318",1,2,2,2,49,1,3,190000,1,0,0,1,"Baja",1,3,658,809,2,"Servicio domestico","No calificados","57314"
2024,1,42,10,"TQRMNORVWHJMLQCDEGGFB00796318",1,3,3,2,28,1,3,270000,1,1,0,2,"Media",1,1,658,809,6,"Ensenanza","Técnicos","41332"
2024,1,42,10,"TQRMNORVWHJMLQCDEGGFB00796318",1,1,1,1,49,1,3,215000,1,0,0,1,"Baja",1,1,658,807,3,"Comercio","Operativos","30313"
2024,1,44,17,"TQRMNOSPQHJMLQCDEGNFJ00796332",1,1,1,1,47,1,3,200000,1,1,1,3,"Alta",2,1,359,510,5,"Industria manufacturera","Operativos","80313"
2024,1,44,17,"TQRMNOSPQHJMLQCDEGNFJ00796332",1,2,2,2,41,1,2,200000,1,0,1,2,"Media",1,1,359,553,5,"Comercio","Operativos","30113"
2024,1,44,93,"TQRMNORRWHJOKQCDEOJAH00795275",1,2,3,1,35,1,3,-9,NA,0,1,1,"Baja",2,9,55,0,3,"Construccion","Operativos","72313"
2024,1,43,4,"TQRMNORSSHJMMNCDEFKID00794158",1,1,1,2,39,1,2,30000,1,1,1,3,"Alta",2,2,851,1312,4,"Industria manufacturera","Operativos","53113"
2024,1,1,33,"TQRMNORXYHJKNPCDEIJAH00795621",1,3,3,1,42,1,2,100000,1,1,1,3,"Alta",2,2,519,980,5,"Industria manufacturera","Operativos","80123"
2024,1,43,38,"TQRMNORPSHJMKOCDEIOAH00794529",1,1,1,1,45,1,2,-9,NA,1,0,1,"Baja",1,1,92,0,4,"Otros servicios comunitarios, sociales y personales","Profesionales","30131"
2024,1,42,10,"TQRMNOUQQHJMLMCDEGGFB00797232",1,2,2,2,41,1,4,0,1,0,1,2,"Media",2,1,881,881,5,"Otros servicios comunitarios, sociales y personales","Operativos","57313"
2024,1,42,10,"TQRMNOUQQHJMLMCDEGGFB00797232",1,1,1,1,42,1,2,300000,1,1,1,3,"Alta",1,1,881,1087,4,"Otros servicios comunitarios, sociales y personales","Operativos","57113"
2024,1,1,33,"TQRMNOQSQHJOSQCDEIJAH00797446",1,2,8,1,29,1,3,300000,1,0,0,1,"Baja",1,1,2962,4422,4,"Hoteles y restaurantes","No calificados","53314"
2024,1,1,33,"TQRMNOQSQHJOSQCDEIJAH00797446",1,1,1,2,21,1,3,-9,NA,0,0,0,"Ninguna",1,1,2962,0,6,"Hoteles y restaurantes","No calificados","53314"
2024,1,41,8,"TQRMNORYYHJMKTCDEFOCD00795796",1,2,3,1,49,1,3,190000,1,1,1,3,"Alta",2,1,317,405,4,"Comercio","Operativos","30333"
2024,1,41,8,"TQRMNORYYHJMKTCDEFOCD00795796",1,3,3,1,54,1,2,330000,1,1,1,3,"Alta",2,2,317,400,3,"Comercio","Operativos","30113"
2024,1,43,4,"TQRMNOPWWHJMMNCDEFKID00793297",1,2,2,2,56,1,3,250000,1,0,0,1,"Baja",1,1,972,1236,4,"Ensenanza","No calificados","56314"
2024,1,40,19,"TQRMNOSQQHJMKSCDEGPDJ00795973",1,2,3,1,42,1,3,970000,0,0,0,0,"Ninguna",1,1,240,240,6,"Administracion publica, defensa y seguridad social","Técnicos","49332"
2024,1,43,36,"TQRMNOPWYHJOKSCDEIMBF00796014",1,2,2,2,51,1,3,56000,1,0,1,2,"Media",2,3,126,141,2,"Servicio domestico","No calificados","55314"
2024,1,43,36,"TQRMNOPWYHJOKSCDEIMBF00796014",1,4,3,1,26,1,3,350000,1,0,0,1,"Baja",1,1,126,139,3,"Comercio","Operativos","80323"
2024,1,43,36,"TQRMNOPWYHJOKSCDEIMBF00796014",1,1,1,1,59,1,2,100000,1,0,1,2,"Media",2,2,126,152,2,"Construccion","Operativos","72113"
2024,1,43,4,"TQRMNOTXQHJMKNCDEFKID00796049",1,1,1,2,56,1,3,80000,1,1,1,3,"Alta",2,3,641,732,2,"Servicio domestico","No calificados","55314"
2024,1,43,4,"TQRMNOTXQHJMKNCDEFKID00796049",1,2,2,1,59,1,2,-9,NA,1,1,2,"Media",2,2,641,0,2,"Construccion","Operativos","72113"
2024,1,42,27,"TQRMNOPUXHJOKSCDEHNHB00796066",1,3,3,1,38,1,2,150000,1,1,1,3,"Alta",2,2,356,380,3,"Construccion","Operativos","72113"
2024,1,42,27,"TQRMNOPUXHJOKSCDEHNHB00796066",1,2,2,1,61,1,3,250000,1,1,0,2,"Media",1,1,356,365,2,"Servicios financieros, de alquiler y empresariales","Operativos","47313"
2024,1,42,27,"TQRMNOPUXHJOKSCDEHNHB00796066",1,4,3,1,32,1,3,400000,0,0,0,0,"Ninguna",1,1,356,375,5,"Administracion publica, defensa y seguridad social","Operativos","10333"
2024,1,44,93,"TQRMNOQVVHJLKOCDEOJAH00794458",1,1,1,2,39,1,3,360000,1,0,0,1,"Baja",1,1,69,73,4,"Administracion publica, defensa y seguridad social","Operativos","10333"
2024,1,44,93,"TQRMNORQSHJNKSCDEOJAH00794515",1,2,2,2,45,1,3,415000,0,1,0,1,"Baja",1,1,105,137,4,"Comercio","No calificados","30314"
2024,1,44,93,"TQRMNORQSHJNKSCDEOJAH00794515",1,1,1,1,48,1,1,300000,1,1,0,2,"Media",1,1,105,194,4,"Construccion","Técnicos","05002"
2024,1,44,93,"TQRMNOPQQHJOLNCDEOJAH00794517",1,1,1,1,27,1,3,-9,NA,1,0,1,"Baja",1,1,92,0,4,"Administracion publica, defensa y seguridad social","Profesionales","48311"
2024,1,44,17,"TQRMNORVPHJOKQCDEGNFJ00795730",1,1,1,1,43,1,3,1200000,0,0,0,0,"Ninguna",1,1,182,178,4,"Actividades primarias","Operativos","90313"
2024,1,43,34,"TQRMNOSUVHJOKNCDEIKAH00795157",1,2,2,2,52,1,3,-9,NA,1,1,2,"Media",2,3,470,0,3,"Servicio domestico","No calificados","55314"
2024,1,43,34,"TQRMNOSUVHJOKNCDEIKAH00795157",1,1,1,1,50,1,3,-9,NA,1,0,1,"Baja",1,1,470,0,2,"Industria manufacturera","Operativos","80323"
2024,1,43,34,"TQRMNOSUVHJOKNCDEIKAH00795157",1,3,3,2,29,1,3,-9,NA,1,0,1,"Baja",1,1,470,0,4,"Servicios financieros, de alquiler y empresariales","No calificados","56314"
2024,1,43,34,"TQRMNOSUVHJOKNCDEIKAH00795157",1,5,3,1,20,1,3,-9,NA,0,1,1,"Baja",2,9,470,0,5,"Hoteles y restaurantes","No calificados","53314"
2024,1,42,27,"TQRMNOQPRHJOLLCDEHNHB00796584",1,5,3,2,31,1,3,84000,1,0,1,2,"Media",2,9,363,372,4,"Industria manufacturera","Operativos","35313"
2024,1,42,27,"TQRMNOQPRHJOLLCDEHNHB00796584",1,4,3,1,32,1,3,600000,0,0,0,0,"Ninguna",1,1,363,383,6,"Administracion publica, defensa y seguridad social","Operativos","48333"
2024,1,42,27,"TQRMNOQPRHJOLLCDEHNHB00796584",1,6,3,1,30,1,3,160000,1,0,1,2,"Media",2,1,363,380,4,"Administracion publica, defensa y seguridad social","Operativos","10313"
2024,1,43,34,"TQRMNORYSHJNMMCDEIKAH00793158",1,2,3,1,49,1,3,190000,1,1,0,2,"Media",1,1,796,1104,2,"Comercio","No calificados","32314"
2024,1,43,13,"TQRMNOQVWHJMKPCDEGJBF00796639",1,1,1,1,50,1,2,300000,1,1,1,3,"Alta",1,1,659,705,3,"Comercio","Operativos","30113"
2024,1,43,13,"TQRMNOQVWHJMKPCDEGJBF00796639",1,2,2,2,42,1,3,180000,1,1,0,2,"Media",1,1,659,705,4,"Comercio","Operativos","30333"
2024,1,41,8,"TQRMNOSPPHJMKTCDEFOCD00797623",1,4,1,2,60,1,3,230000,1,0,0,1,"Baja",1,1,250,271,6,"Otros servicios comunitarios, sociales y personales","Técnicos","10332"
2024,1,41,8,"TQRMNOSPPHJMKTCDEFOCD00797623",1,6,2,1,67,1,3,300000,1,1,0,2,"Media",1,1,250,319,6,"Servicios sociales y de salud","Operativos","82333"
2024,1,43,13,"TQRMNOQUSHJOKOCDEGJBF00794559",1,2,2,1,31,1,3,225000,1,1,0,2,"Media",1,1,883,951,3,"Construccion","Operativos","80313"
2024,1,43,38,"TQRMNOSRPHJMKNCDEIOAH00794573",1,3,8,1,60,1,3,350000,1,0,0,1,"Baja",1,1,137,170,2,"Administracion publica, defensa y seguridad social","Operativos","58313"
2024,1,43,38,"TQRMNOSRPHJMKNCDEIOAH00794573",1,2,9,1,34,1,3,240000,1,0,0,1,"Baja",1,1,137,170,4,"Ensenanza","Operativos","10333"
2024,1,43,38,"TQRMNOSRPHJMKNCDEIOAH00794573",1,1,1,1,56,1,3,78000,1,0,1,2,"Media",2,3,137,163,2,"Construccion","Operativos","72313"
2024,1,41,15,"TQRMNORYTHJOLQCDEGLDF00794625",1,1,1,1,53,1,3,180000,1,0,1,2,"Media",2,2,164,181,3,"Construccion","No calificados","72314"
2024,1,41,8,"TQRMNORQQHJOKUCDEFOCD00794638",1,4,5,1,24,1,3,-9,NA,0,1,1,"Baja",2,9,425,0,4,"Comercio","No calificados","32314"
2024,1,43,34,"TQRMNOPSWHJNKOCDEIKAH00795852",1,2,3,2,45,1,3,300000,1,1,0,2,"Media",1,1,378,593,4,"Ensenanza","Operativos","41313"
2024,1,44,91,"TQRMNOQTSHJMKNCDEOHCH00795854",1,1,1,1,34,1,3,600000,0,1,0,1,"Baja",1,1,109,113,4,"Actividades primarias","Operativos","64323"
2024,1,41,7,"TQRMNOPSVHJOKQCDEFNFF00795864",1,1,1,1,24,1,3,170000,1,0,0,1,"Baja",1,1,327,375,4,"Actividades primarias","Operativos","60313"
2024,1,41,7,"TQRMNOPSVHJOKQCDEFNFF00795864",1,2,2,2,23,1,3,114000,1,0,0,1,"Baja",1,1,327,438,3,"Hoteles y restaurantes","No calificados","53314"
2024,1,1,33,"TQRMNORSWHJKNSCDEIJAH00795869",1,2,2,2,47,1,2,-9,NA,0,0,0,"Ninguna",1,1,1057,0,6,"Servicios financieros, de alquiler y empresariales","Profesionales","11131"
2024,1,1,33,"TQRMNORSWHJKNSCDEIJAH00795869",1,1,1,1,48,1,1,-9,NA,1,0,1,"Baja",1,1,1057,0,5,"Comercio","Técnicos","05002"
2024,1,43,5,"TQRMNOTRTHJLLLCDEFLID00795908",1,1,1,2,34,1,3,600000,0,0,0,0,"Ninguna",1,1,471,637,5,"Otros servicios comunitarios, sociales y personales","Operativos","10333"
2024,1,40,25,"TQRMNOTRUHJMKRCDEHLEH00795962",1,1,1,1,44,1,3,150000,1,1,0,2,"Media",1,1,176,203,3,"Administracion publica, defensa y seguridad social","Operativos","34323"
2024,1,40,25,"TQRMNOTRUHJMKRCDEHLEH00795962",1,2,2,2,43,1,3,100000,1,0,0,1,"Baja",1,3,176,207,3,"Servicio domestico","No calificados","55314"
2024,1,43,36,"TQRMNOQXXHJOKSCDEIMBF00793770",1,3,4,1,37,1,2,120000,1,0,1,2,"Media",2,2,149,176,4,"Servicios financieros, de alquiler y empresariales","Operativos","58113"
2024,1,43,36,"TQRMNOQXXHJOKSCDEIMBF00793770",1,2,3,2,33,1,3,200000,1,1,1,3,"Alta",2,3,149,166,4,"Servicio domestico","No calificados","55314"
2024,1,43,36,"TQRMNOQXXHJOKSCDEIMBF00793770",1,4,3,1,21,1,3,280000,1,0,1,2,"Media",2,1,149,162,1,"Servicios financieros, de alquiler y empresariales","Operativos","47313"
2024,1,43,30,"TQSMNOQVQHJMKSCDEIGED00795042",1,1,1,2,43,1,3,200000,1,0,0,1,"Baja",1,1,118,118,4,"Actividades no bien especificadas","Operativos","30313"
2024,1,40,19,"TQRMNOQSXHJMLMCDEGPDJ00793306",1,1,1,1,41,1,3,500000,0,0,0,0,"Ninguna",1,1,207,207,4,"Administracion publica, defensa y seguridad social","Operativos","48313"
2024,1,43,30,"TQRMNOQVQHJMKSCDEIGED00797790",1,2,2,2,43,1,3,-9,NA,0,1,1,"Baja",2,1,129,0,5,"Ensenanza","Técnicos","51312"
2024,1,43,30,"TQRMNOQVQHJMKSCDEIGED00797790",1,1,1,1,46,1,2,-9,NA,0,1,1,"Baja",1,1,129,0,3,"Otros servicios comunitarios, sociales y personales","Operativos","57113"
2024,1,41,8,"TQTMNOPUVHJMKRCDEFOCD00794052",1,2,2,1,28,1,3,140000,1,1,1,3,"Alta",2,9,293,373,4,"Comercio","No calificados","30314"
2024,1,43,34,"TQRMNOQVTHJMLPCDEIKAH00794117",1,2,3,2,50,1,3,450000,0,0,0,0,"Ninguna",1,1,638,1113,3,"Comercio","Operativos","30333"
2024,1,43,34,"TQRMNOQVTHJMLPCDEIKAH00794117",1,3,5,1,25,1,3,-9,NA,1,0,1,"Baja",1,1,638,0,4,"Industria manufacturera","No calificados","34314"
2024,1,43,5,"TQRMNOPVTHJOKPCDEFLID00794123",1,2,2,1,43,1,3,-9,NA,0,0,0,"Ninguna",1,1,348,0,2,"Construccion","No calificados","72314"
2024,1,40,22,"TQRMNOSUQHJOLQCDEHIBB00794140",1,3,2,1,36,1,3,300000,1,1,0,2,"Media",1,1,287,300,6,"Construccion","Profesionales","72331"
2024,1,40,22,"TQRMNOSUQHJOLQCDEHIBB00794140",1,1,1,2,38,1,3,150000,1,1,0,2,"Media",1,1,287,295,6,"Ensenanza","Técnicos","41312"
2024,1,43,2,"TQRMNOPTPHJMLOCDEFIAH00795352",1,1,1,1,34,1,3,-9,NA,0,1,1,"Baja",2,1,712,0,6,"Servicios financieros, de alquiler y empresariales","Técnicos","20332"
2024,1,43,2,"TQRMNOPTPHJMLOCDEFIAH00795352",1,2,2,2,32,1,2,-9,NA,0,1,1,"Baja",1,1,712,0,6,"Servicios sociales y de salud","Técnicos","40112"
2024,1,40,23,"TQRMNOQWYHJMLOCDEHJGH00795377",1,5,3,2,29,1,3,150000,1,1,1,3,"Alta",2,2,303,306,5,"Comercio","No calificados","30314"
2024,1,40,23,"TQRMNOQWYHJMLOCDEHJGH00795377",1,1,1,2,47,1,3,182000,1,1,1,3,"Alta",2,3,303,304,5,"Servicio domestico","No calificados","55314"
2024,1,40,23,"TQRMNOQWYHJMLOCDEHJGH00795377",1,3,3,1,21,1,3,200000,1,0,1,2,"Media",2,2,303,305,4,"Comercio","No calificados","82314"
2024,1,1,33,"TQRMNOPVXHJORSCDEIJAH00795392",1,1,1,2,70,1,3,100000,1,0,1,2,"Media",2,3,2498,2896,2,"Servicio domestico","Operativos","57313"
2024,1,40,18,"TQRMNOQSWHJOKMCDEGOIH00795413",1,1,1,2,43,1,3,170000,1,0,0,1,"Baja",1,1,109,110,4,"Servicios sociales y de salud","Operativos","10333"
2024,1,40,18,"TQRMNOQSWHJOKMCDEGOIH00795413",1,2,2,1,47,1,3,320000,1,1,0,2,"Media",1,1,109,112,4,"Comercio","Operativos","30333"
2024,1,41,7,"TQRMNOQQUHJMLPCDEFNFF00795428",1,1,1,1,78,1,2,40000,1,1,1,3,"Alta",2,2,253,320,2,"Construccion","Operativos","72113"
2024,1,40,18,"TQRMNOSSYHJMKNCDEGOIH00795958",1,3,3,2,33,1,3,140000,1,0,0,1,"Baja",1,1,366,370,5,"Construccion","Técnicos","20332"
2024,1,40,18,"TQRMNOSSYHJMKNCDEGOIH00795958",1,4,5,1,18,1,2,100000,1,0,1,2,"Media",2,2,366,371,3,"Comercio","Operativos","82113"
2024,1,40,18,"TQRMNOSSYHJMKNCDEGOIH00795958",1,2,3,1,45,1,3,150000,1,1,0,2,"Media",1,1,366,372,3,"Comercio","Operativos","82313"
